"No.","Time","Source","Destination","Protocol","Length","Info"
"383","12.506028","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"384","12.506117","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=78115 Win=131328 Len=0"
"385","12.508527","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"386","12.508527","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"387","12.508527","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55782 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"388","12.508527","2404:6800:4002:810::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55781 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"389","12.508660","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=80555 Win=131328 Len=0"
"390","12.508697","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"391","12.508711","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:810::200e","TCP","74","55781  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"392","12.511612","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:810::200e","TLSv1.3","591","Client Hello"
"393","12.514394","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TLSv1.3","591","Client Hello"
"394","12.526077","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"395","12.526077","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"396","12.526136","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=82995 Win=131328 Len=0"
"397","12.555583","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"398","12.555583","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"399","12.555583","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"400","12.555663","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=86655 Win=131328 Len=0"
"401","12.562513","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"402","12.562513","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"403","12.562573","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=89095 Win=131328 Len=0"
"404","12.571172","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"405","12.571172","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"406","12.571172","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=91535 Ack=5173 Win=89600 Len=0"
"407","12.571172","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"408","12.571257","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=92755 Win=131328 Len=0"
"409","12.571503","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"410","12.586915","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"411","12.586969","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=95195 Win=131328 Len=0"
"412","12.592955","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"413","12.592955","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"414","12.593012","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=97635 Win=131328 Len=0"
"415","12.608127","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"416","12.608127","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"417","12.608209","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=100075 Win=131328 Len=0"
"418","12.615234","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"419","12.615234","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"420","12.615319","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=102515 Win=131328 Len=0"
"421","12.625739","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","1399","Protected Payload (KP0), DCID=c9f4574da0f77679"
"422","12.625832","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","1399","Protected Payload (KP0), DCID=c9f4574da0f77679"
"423","12.625892","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","261","Protected Payload (KP0), DCID=c9f4574da0f77679"
"424","12.627253","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"425","12.627590","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"426","12.627625","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=104955 Win=131328 Len=0"
"427","12.633878","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"428","12.640068","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"429","12.640068","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"430","12.640112","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=108615 Win=131328 Len=0"
"431","12.640985","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"432","12.641051","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=109835 Win=130048 Len=0"
"433","12.641091","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"434","12.641105","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=111055 Win=131328 Len=0"
"435","12.641213","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"436","12.641237","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=112275 Win=130048 Len=0"
"437","12.641328","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"438","12.641349","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=113495 Win=131328 Len=0"
"439","12.682685","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data, Application Data"
"440","12.682685","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"441","12.682761","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=115935 Win=131328 Len=0"
"442","12.692882","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"443","12.692882","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data, Application Data, Application Data"
"444","12.692882","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1069","Application Data, Application Data, Application Data, Application Data"
"445","12.692882","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","209","Application Data, Application Data, Application Data"
"446","12.692985","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5212 Ack=119505 Win=131328 Len=0"
"447","12.693896","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","113","Application Data"
"448","12.746444","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","412","Application Data, Application Data"
"449","12.746444","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","105","Handshake, DCID=7d1bf0, SCID=c9f4574da0f77679"
"450","12.746444","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","1399","Protected Payload (KP0), DCID=7d1bf0"
"451","12.746444","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","158","Protected Payload (KP0), DCID=7d1bf0"
"452","12.746444","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","89","Protected Payload (KP0), DCID=7d1bf0"
"453","12.746444","2404:6800:4002:810::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55781 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"454","12.746444","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55782 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"455","12.746724","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","113","Application Data"
"456","12.747002","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","98","Application Data"
"457","12.747046","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [FIN, ACK] Seq=5314 Ack=119843 Win=131072 Len=0"
"458","12.749278","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","93","Protected Payload (KP0), DCID=c9f4574da0f77679"
"459","12.756468","142.250.194.238","192.168.144.139","TCP","66","443  >  55783 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"460","12.756552","192.168.144.139","142.250.194.238","TCP","54","55783  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"461","12.761108","192.168.144.139","142.250.194.238","TLSv1.3","571","Client Hello"
"462","12.781222","2404:6800:4002:810::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"463","12.784154","2404:6800:4002:810::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55781 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"464","12.784225","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:810::200e","TCP","74","55781  >  443 [ACK] Seq=518 Ack=2441 Win=131328 Len=0"
"465","12.789676","2404:6800:4002:810::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55781 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"466","12.789676","2404:6800:4002:810::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","724","Application Data"
"467","12.789864","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:810::200e","TCP","74","55781  >  443 [ACK] Seq=518 Ack=4311 Win=131328 Len=0"
"468","12.790051","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"469","12.790051","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55782 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"470","12.790088","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=518 Ack=2441 Win=131328 Len=0"
"471","12.846517","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55782 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"472","12.846517","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55782 [PSH, ACK] Seq=3661 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"473","12.846613","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=518 Ack=4881 Win=131328 Len=0"
"474","12.846848","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55782 [ACK] Seq=4881 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"475","12.846848","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","744","Application Data"
"476","12.846901","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=518 Ack=6771 Win=131328 Len=0"
"477","12.846972","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","89","Protected Payload (KP0), DCID=7d1bf0"
"478","12.848171","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Dup ACK 439#1] 443  >  55778 [ACK] Seq=119843 Ack=5212 Win=89600 Len=0 SLE=5314 SRE=5315"
"479","12.857435","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TLSv1.3","138","Change Cipher Spec, Application Data"
"480","12.858131","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TLSv1.3","244","Application Data"
"481","12.858189","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","1444","55782  >  443 [ACK] Seq=752 Ack=6771 Win=131328 Len=1370 [TCP segment of a reassembled PDU]"
"482","12.858189","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TLSv1.3","141","Application Data"
"483","12.858242","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TLSv1.3","174","Application Data"
"484","12.866707","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","OCSP","502","Request"
"485","12.885560","192.168.144.139","192.168.144.105","DNS","80","Standard query 0x09bd A adservice.google.com"
"486","12.885861","192.168.144.139","192.168.144.105","DNS","80","Standard query 0xe9a2 AAAA adservice.google.com"
"487","12.907829","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","1399","Protected Payload (KP0), DCID=c9f4574da0f77679"
"488","12.907935","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","307","Protected Payload (KP0), DCID=c9f4574da0f77679"
"489","12.914475","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","89","Protected Payload (KP0), DCID=7d1bf0"
"490","12.920431","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","1399","Protected Payload (KP0), DCID=c9f4574da0f77679"
"491","12.920553","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","102","Protected Payload (KP0), DCID=c9f4574da0f77679"
"492","12.947834","192.168.144.139","192.168.144.105","DNS","80","Standard query 0x09bd A adservice.google.com"
"493","12.947850","192.168.144.139","192.168.144.105","DNS","80","Standard query 0xe9a2 AAAA adservice.google.com"
"494","12.986535","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","92","Protected Payload (KP0), DCID=7d1bf0"
"495","12.992855","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55778 [ACK] Seq=119843 Ack=5251 Win=89600 Len=0 SLE=5314 SRE=5315"
"496","12.992855","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55778 [ACK] Seq=119843 Ack=5290 Win=89600 Len=0 SLE=5314 SRE=5315"
"497","12.993115","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=119843 Ack=5315 Win=89600 Len=0"
"498","12.998634","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [FIN, ACK] Seq=119843 Ack=5315 Win=89600 Len=0"
"499","12.998664","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=5315 Ack=119844 Win=131072 Len=0"
"500","13.010120","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","94","Protected Payload (KP0), DCID=c9f4574da0f77679"
"501","13.034576","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55782 [ACK] Seq=6771 Ack=582 Win=66816 Len=0"
"502","13.034576","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55782 [ACK] Seq=6771 Ack=752 Win=67840 Len=0"
"503","13.034576","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","688","Application Data, Application Data"
"504","13.034760","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","105","Application Data"
"505","13.034760","142.250.194.238","192.168.144.139","TCP","54","443  >  55783 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"506","13.034789","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2289 Ack=7416 Win=130816 Len=0"
"507","13.036282","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TLSv1.3","105","Application Data"
"508","13.059737","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","363","Protected Payload (KP0), DCID=7d1bf0"
"509","13.059737","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","86","Protected Payload (KP0), DCID=7d1bf0"
"510","13.060673","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","98","Protected Payload (KP0), DCID=c9f4574da0f77679"
"511","13.114597","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55782 [ACK] Seq=7416 Ack=2189 Win=70656 Len=0"
"512","13.114597","142.250.194.238","192.168.144.139","TLSv1.3","1404","Server Hello, Change Cipher Spec"
"513","13.115569","142.250.194.238","192.168.144.139","TCP","1404","443  >  55783 [PSH, ACK] Seq=1351 Ack=518 Win=66816 Len=1350 [TCP segment of a reassembled PDU]"
"514","13.115604","192.168.144.139","142.250.194.238","TCP","54","55783  >  443 [ACK] Seq=518 Ack=2701 Win=131328 Len=0"
"515","13.186379","142.250.194.238","192.168.144.139","TCP","1404","443  >  55783 [ACK] Seq=2701 Ack=518 Win=66816 Len=1350 [TCP segment of a reassembled PDU]"
"516","13.186379","142.250.194.238","192.168.144.139","TCP","1404","443  >  55783 [PSH, ACK] Seq=4051 Ack=518 Win=66816 Len=1350 [TCP segment of a reassembled PDU]"
"517","13.186457","192.168.144.139","142.250.194.238","TCP","54","55783  >  443 [ACK] Seq=518 Ack=5401 Win=131328 Len=0"
"518","13.186638","142.250.194.238","192.168.144.139","TCP","1404","443  >  55783 [ACK] Seq=5401 Ack=518 Win=66816 Len=1350 [TCP segment of a reassembled PDU]"
"519","13.186691","142.250.194.238","192.168.144.139","TLSv1.3","74","Application Data"
"520","13.186701","192.168.144.139","142.250.194.238","TCP","54","55783  >  443 [ACK] Seq=518 Ack=6771 Win=131328 Len=0"
"521","13.186890","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55782 [ACK] Seq=7416 Ack=2289 Win=70656 Len=0"
"522","13.198626","192.168.144.139","142.250.194.238","TLSv1.3","118","Change Cipher Spec, Application Data"
"523","13.199182","192.168.144.139","142.250.194.238","TLSv1.3","241","Application Data"
"524","13.201036","192.168.144.105","192.168.144.139","DNS","96","Standard query response 0x09bd A adservice.google.com A 142.251.42.98"
"525","13.202999","192.168.144.105","192.168.144.139","DNS","108","Standard query response 0xe9a2 AAAA adservice.google.com AAAA 2404:6800:4009:822::2002"
"526","13.204424","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:822::2002","TCP","86","55784  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM"
"527","13.204744","192.168.144.139","192.168.144.105","DNS","80","Standard query 0xd874 A adservice.google.com"
"528","13.207377","192.168.144.105","192.168.144.139","DNS","96","Standard query response 0xd874 A adservice.google.com A 142.251.42.98"
"529","13.208109","192.168.144.139","192.168.144.105","DNS","80","Standard query 0xaa0f AAAA adservice.google.com"
"530","13.213613","192.168.144.105","192.168.144.139","DNS","108","Standard query response 0xaa0f AAAA adservice.google.com AAAA 2404:6800:4009:822::2002"
"531","13.229461","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","80  >  55773 [ACK] Seq=1403 Ack=1286 Win=273 Len=0"
"532","13.235576","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","854","Application Data"
"533","13.235634","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=8196 Win=131328 Len=0"
"534","13.235686","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"535","13.235703","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=9416 Win=130048 Len=0"
"536","13.237760","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","QUIC","1399","Initial, DCID=4a8e45de63456f5a, SCID=082715, PKN: 0, CRYPTO"
"537","13.254726","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"538","13.254726","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"539","13.254799","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=11856 Win=131328 Len=0"
"540","13.275313","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"541","13.275313","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"542","13.275313","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"543","13.275417","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=15516 Win=131328 Len=0"
"544","13.280908","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"545","13.280908","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"546","13.280935","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=17956 Win=131328 Len=0"
"547","13.281261","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"548","13.281285","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=19176 Win=130048 Len=0"
"549","13.286988","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","OCSP","775","Response"
"550","13.286988","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","88","Protected Payload (KP0), DCID=7d1bf0"
"551","13.288138","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"552","13.288138","2404:6800:4002:825::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"553","13.288163","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4002:825::200e","TCP","74","55782  >  443 [ACK] Seq=2320 Ack=21616 Win=131328 Len=0"
