No.,Time,Source,Destination,Protocol,Length,Info
913,17.07571482,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
914,17.08634432,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
915,17.08669927,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
916,17.09710819,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
917,17.10921206,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
918,17.10952757,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
919,17.12069178,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
920,17.1297305,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
921,17.1299987,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
922,17.1392985,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
923,17.14551555,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
924,17.14597033,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
925,17.15506694,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
926,17.16606871,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
927,17.16642818,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
928,17.17394227,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
929,17.17840846,142.250.192.46,172.217.174.67,QUIC,680,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
930,17.17891107,142.250.192.46,172.217.174.67,QUIC,71,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
931,17.18435296,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
932,17.18465701,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
933,17.18623889,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
934,17.19739715,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
935,17.19776576,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
936,17.2020199,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
937,17.21695641,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
938,17.21695666,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
939,17.21739239,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
940,17.22053509,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
941,17.22448536,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
942,17.22473264,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
943,17.22735888,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
944,17.23174655,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
945,17.23196613,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
946,17.23594237,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
947,17.23821491,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
948,17.23853523,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
949,17.24304073,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
950,17.24523961,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
951,17.24543019,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
952,17.2486592,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
953,17.25151197,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
954,17.25176899,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
955,17.25405807,142.250.192.46,117.18.237.29,TCP,54,[TCP Keep-Alive] 58098  >  80 [ACK] Seq=416 Ack=862 Win=63714 Len=0
956,17.25643452,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
957,17.26174854,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
958,17.26174878,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
959,17.26179851,142.250.192.46,117.18.237.29,TCP,54,[TCP Keep-Alive] 58088  >  80 [ACK] Seq=416 Ack=863 Win=63788 Len=0
960,17.26238395,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
961,17.26602165,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
962,17.26889994,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
963,17.26925576,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
964,17.27494119,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
965,17.27625215,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
966,17.27646508,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
967,17.28005465,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
968,17.28302136,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
969,17.28321736,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
970,17.28939068,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
971,17.29857852,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
972,17.29857893,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
973,17.29857896,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
974,17.29917391,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
975,17.30845476,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
976,17.319311,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
977,17.31961052,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
978,17.32303243,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
979,17.33380825,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
980,17.33434033,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
981,17.337673,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
982,17.34011368,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
983,17.34066375,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
984,17.34743142,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
985,17.35485131,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
986,17.35517202,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
987,17.36918705,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
988,17.38067045,172.217.174.67,142.250.192.46,QUIC,70,"Protected Payload (KP0), DCID=7c324c"
989,17.38067082,172.217.174.67,142.250.192.46,QUIC,70,"Protected Payload (KP0), DCID=7c324c"
990,17.38067087,172.217.174.67,142.250.192.46,QUIC,1018,"Protected Payload (KP0), DCID=7c324c"
991,17.38067091,172.217.174.67,142.250.192.46,QUIC,1395,"Protected Payload (KP0), DCID=7c324c"
992,17.3808698,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
993,17.38143387,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
994,17.38143399,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
995,17.3820061,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
996,17.38200622,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
997,17.38234935,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
998,17.38257429,142.250.192.46,172.217.174.67,QUIC,80,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
999,17.38258314,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1000,17.38281548,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1001,17.38300637,142.250.192.46,172.217.174.67,QUIC,73,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1002,17.38923744,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1003,17.38923783,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1004,17.38923788,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1005,17.38989793,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1006,17.39014153,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1007,17.39035515,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1008,17.39035534,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1009,17.39049947,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1010,17.39069432,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1011,17.39098783,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1012,17.39098806,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1013,17.39098811,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1014,17.3912409,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1015,17.39124103,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1016,17.39145792,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1017,17.39158218,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1018,17.39190774,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1019,17.39190787,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1020,17.39214521,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1021,17.39218917,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1022,17.39218929,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1023,17.39243318,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1024,17.39243338,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1025,17.39268846,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1026,17.39277452,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1027,17.39324175,142.250.192.46,172.217.174.67,QUIC,73,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1028,17.3934959,142.250.192.46,172.217.167.4,QUIC,76,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1029,17.40425329,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1030,17.40436918,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1031,17.40453409,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1032,17.40462741,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1033,17.40483522,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1034,17.40483536,172.217.174.67,142.250.192.46,QUIC,70,"Protected Payload (KP0), DCID=7c324c"
1035,17.40500376,142.250.192.46,172.217.174.67,QUIC,73,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1036,17.40506502,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1037,17.40506512,172.217.174.67,142.250.192.46,QUIC,70,"Protected Payload (KP0), DCID=7c324c"
1038,17.40536799,142.250.192.46,172.217.174.67,QUIC,77,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1039,17.41679907,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1040,17.4167993,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1041,17.41698722,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1042,17.41705993,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1043,17.41738498,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1044,17.41740255,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1045,17.41766002,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1046,17.41777793,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1047,17.42640121,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1048,17.42701597,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1049,17.42721264,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1050,17.42745431,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1051,17.43721889,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1052,17.4377936,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1053,17.43806697,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1054,17.4484414,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1055,17.45163146,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1056,17.45184975,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1057,17.46494884,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1058,17.46961905,142.250.192.46,142.250.194.67,TCP,54,[TCP Keep-Alive] 38634  >  80 [ACK] Seq=418 Ack=765 Win=63476 Len=0
1059,17.46969548,142.250.192.46,117.18.237.29,TCP,54,[TCP Keep-Alive] 58112  >  80 [ACK] Seq=416 Ack=863 Win=63788 Len=0
1060,17.47084721,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1061,17.47102926,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1062,17.48069873,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1063,17.49083648,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1064,17.49149639,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1065,17.49961332,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1066,17.49982509,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1067,17.4999182,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1068,17.50035516,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1069,17.5093741,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1070,17.50937455,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1071,17.50937466,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1072,17.5099955,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1073,17.51310028,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1074,17.51675423,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1075,17.51702309,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1076,17.52103522,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1077,17.52286618,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1078,17.52300187,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1079,17.53104542,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1080,17.53104616,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1081,17.53161703,142.250.192.46,172.217.174.67,QUIC,75,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1082,17.5368796,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1083,17.54054264,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1084,17.55959675,142.250.192.46,172.217.167.4,QUIC,76,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1085,17.56071184,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1086,17.56104452,142.250.192.46,172.217.174.67,QUIC,75,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1087,17.56306936,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1088,17.56822049,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1089,17.56851358,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1090,17.56974744,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1091,17.58389255,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1092,17.58433364,142.250.192.46,172.217.174.67,QUIC,75,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1093,17.5882943,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1094,17.59970991,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1095,17.60030476,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1096,17.60428717,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1097,17.6130671,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1098,17.61773514,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1099,17.61800592,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1100,17.62169845,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1101,17.62214545,142.250.192.46,172.217.174.67,QUIC,75,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1102,17.62561101,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1103,17.62810933,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1104,17.63537649,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1105,17.63562486,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1106,17.63830973,172.217.174.67,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=7c324c"
1107,17.6386272,142.250.192.46,172.217.174.67,QUIC,76,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1108,17.65190369,172.217.174.67,142.250.192.46,QUIC,727,"Protected Payload (KP0), DCID=7c324c"
1109,17.65897068,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1110,17.65897412,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1111,17.65975961,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1112,17.66447523,VMware_c0:00:08,Broadcast,ARP,60,Who has 192.168.149.2? Tell 192.168.149.1
1113,17.66554434,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1114,17.67235129,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1115,17.67235158,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1116,17.67264295,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1117,17.67285388,142.250.192.46,172.217.174.67,QUIC,77,"Protected Payload (KP0), DCID=fbc5c14d6194fb8d"
1118,17.68435411,142.250.192.46,192.168.149.2,DNS,75,Standard query 0x68fc A apis.google.com
1119,17.68444244,142.250.192.46,192.168.149.2,DNS,75,Standard query 0x87ff AAAA apis.google.com
1120,17.70067262,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1121,17.70067297,172.217.167.4,142.250.192.46,QUIC,612,"Protected Payload (KP0), DCID=04a65e"
1122,17.70132054,142.250.192.46,172.217.167.4,QUIC,75,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1123,17.7615026,142.250.192.46,23.48.226.75,TCP,54,[TCP Keep-Alive] 59604  >  80 [ACK] Seq=830 Ack=1855 Win=63963 Len=0
1124,17.78956553,142.250.192.46,23.48.226.75,TCP,54,[TCP Keep-Alive] 59610  >  80 [ACK] Seq=830 Ack=1855 Win=63963 Len=0
1125,18.00172921,142.250.192.46,34.120.115.102,TLSv1.3,160,Application Data
1126,18.00212157,34.120.115.102,142.250.192.46,TCP,60,443  >  42702 [ACK] Seq=5388 Ack=1428 Win=64240 Len=0
1127,18.00335173,142.250.192.46,34.120.115.102,TLSv1.3,161,Application Data
1128,18.00356401,34.120.115.102,142.250.192.46,TCP,60,443  >  42702 [ACK] Seq=5388 Ack=1535 Win=64240 Len=0
1129,18.06295857,142.250.192.46,172.217.167.4,QUIC,540,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1130,18.08216162,142.250.192.46,172.217.167.4,QUIC,1399,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1131,18.08230382,142.250.192.46,172.217.167.4,QUIC,471,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1132,18.08479359,142.250.192.46,172.217.167.4,QUIC,524,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1133,18.27033943,142.250.192.46,117.18.237.29,TCP,54,[TCP Keep-Alive] 58088  >  80 [ACK] Seq=416 Ack=863 Win=63788 Len=0
1134,18.27043386,142.250.192.46,117.18.237.29,TCP,54,[TCP Keep-Alive] 58098  >  80 [ACK] Seq=416 Ack=862 Win=63714 Len=0
1135,18.27048478,142.250.192.46,117.18.237.29,TCP,54,[TCP Keep-Alive] 58096  >  80 [ACK] Seq=416 Ack=863 Win=63788 Len=0
1136,18.27056694,117.18.237.29,142.250.192.46,TCP,60,[TCP Keep-Alive ACK] 80  >  58088 [ACK] Seq=863 Ack=417 Win=64240 Len=0
1137,18.27056713,117.18.237.29,142.250.192.46,TCP,60,[TCP Keep-Alive ACK] 80  >  58098 [ACK] Seq=862 Ack=417 Win=64240 Len=0
1138,18.38688105,142.250.192.46,172.217.167.4,QUIC,477,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1139,18.3874538,142.250.192.46,172.217.167.4,QUIC,77,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1140,18.43617997,VMware_c0:00:08,Broadcast,ARP,60,Who has 192.168.149.2? Tell 192.168.149.1
1141,18.47146407,34.120.115.102,142.250.192.46,TLSv1.3,137,Application Data
1142,18.47151612,142.250.192.46,34.120.115.102,TCP,54,42702  >  443 [ACK] Seq=1535 Ack=5471 Win=62780 Len=0
1143,18.47146467,172.217.167.4,142.250.192.46,QUIC,75,"Protected Payload (KP0), DCID=04a65e"
1144,18.47146472,172.217.167.4,142.250.192.46,QUIC,75,"Protected Payload (KP0), DCID=04a65e"
1145,18.47189921,172.217.167.4,142.250.192.46,QUIC,1395,"Protected Payload (KP0), DCID=04a65e"
1146,18.47189947,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
1147,18.47189955,192.168.149.2,142.250.192.46,DNS,112,Standard query response 0x68fc A apis.google.com CNAME plus.l.google.com A 142.250.183.110
1148,18.47302046,142.250.192.46,34.120.115.102,TLSv1.3,93,Application Data
1149,18.47339238,34.120.115.102,142.250.192.46,TCP,60,443  >  42702 [ACK] Seq=5471 Ack=1574 Win=64240 Len=0
1150,18.47400565,142.250.192.46,172.217.167.4,QUIC,80,"Protected Payload (KP0), DCID=fb4bbd8e1ddf0bde"
1151,18.47746327,172.217.167.4,142.250.192.46,QUIC,1395,"Protected Payload (KP0), DCID=04a65e"
1152,18.4774642,172.217.167.4,142.250.192.46,QUIC,1399,"Protected Payload (KP0), DCID=04a65e"
